exp_num,network,num_workers,num_envs_per_worker,num_steps,total_steps,total_time,sps,setup_time,experience_collection_time,learning_time
193,medium,2,64,64,65536,6.705052614212036,9774,0.08116793632507324,5.227680683135986,1.4773259162902832
194,medium,2,64,128,65536,6.682288646697998,9807,0.09158205986022949,5.257630109786987,1.4246313571929932
195,medium,2,64,256,65536,6.63512659072876,9877,0.08133888244628906,5.2625792026519775,1.3725309371948242
196,medium,2,128,32,65536,6.064393520355225,10806,0.0830833911895752,4.868241310119629,1.1961033344268799
197,medium,2,128,64,65536,6.006596565246582,10910,0.08872699737548828,4.841291189193726,1.1652801036834717
198,medium,2,128,128,65536,6.458249092102051,10147,0.08660578727722168,5.308994293212891,1.1492376327514648
199,medium,2,128,256,65536,6.021216154098511,10884,0.08855342864990234,4.900458812713623,1.1207454204559326
200,large,1,64,32,20480,5.013095378875732,4085,0.0704805850982666,4.137434005737305,0.8756065368652344
201,large,1,64,64,40960,7.140915870666504,5735,0.06946516036987305,5.615793466567993,1.5250639915466309
202,large,1,64,128,65536,9.352917194366455,7007,0.07224202156066895,7.1317925453186035,2.221078872680664
203,large,1,64,256,65536,9.411348342895508,6963,0.06886410713195801,7.259496212005615,2.151825189590454
204,large,1,128,32,40960,6.085817575454712,6730,0.07101893424987793,5.12397027015686,0.9617927074432373
205,large,1,128,64,65536,7.8345959186553955,8364,0.06980180740356445,6.528671503067017,1.3058719635009766
206,large,1,128,128,65536,7.767972707748413,8436,0.06791090965270996,6.572027206420898,1.1959173679351807
207,large,1,128,256,65536,7.875345468521118,8321,0.07541656494140625,6.63077712059021,1.2445485591888428
208,large,2,64,32,40960,5.816307783126831,7042,0.1072239875793457,4.864950895309448,0.9512925148010254
209,large,2,64,64,65536,7.334030389785767,8935,0.11691570281982422,6.027284860610962,1.3066961765289307
210,large,2,64,128,65536,7.219000577926636,9078,0.10477399826049805,6.029141664505005,1.1898303031921387
211,large,2,64,256,65536,7.168859958648682,9141,0.11018633842468262,6.037031173706055,1.131803035736084
212,large,2,128,32,65536,6.471560955047607,10126,0.11158108711242676,5.575397968292236,0.8961172103881836
213,large,2,128,64,65536,6.530859708786011,10034,0.12322807312011719,5.72848653793335,0.8023397922515869
214,large,2,128,128,65536,6.27526330947876,10443,0.11515402793884277,5.50806450843811,0.7671806812286377
215,large,2,128,256,65536,6.309908866882324,10386,0.11742329597473145,5.558226108551025,0.7516639232635498

217,small,1,256,32,65536,6.345468521118164,10328,1.6810290813446045,5.44731330871582,0.8980979919433594
218,small,1,256,64,65536,5.952805280685425,11009,0.04262399673461914,5.35004997253418,0.6027326583862305
219,small,1,256,128,65536,6.27169942855835,10449,0.04125785827636719,5.6866559982299805,0.5850286483764648
220,small,1,256,256,65536,6.597691535949707,9933,0.041996002197265625,6.031881809234619,0.5658009052276611
221,small,2,256,32,65536,6.428081035614014,10195,0.07368636131286621,5.916646480560303,0.511411190032959
222,small,2,256,64,65536,5.0792882442474365,12902,0.08556175231933594,4.684760332107544,0.3945126533508301
223,small,2,256,128,65536,5.61932373046875,11662,0.07700300216674805,5.220311164855957,0.399000883102417
224,small,2,256,256,131072,8.123818397521973,16134,0.07845783233642578,7.4383931159973145,0.685410737991333
225,medium,1,256,32,65536,6.84632420539856,9572,0.04434609413146973,5.69283127784729,1.1534490585327148
226,medium,1,256,64,65536,6.584880352020264,9952,0.05038619041442871,5.465503215789795,1.1193552017211914
227,medium,1,256,128,65536,6.8126513957977295,9619,0.04855537414550781,5.660409688949585,1.1522276401519775
228,medium,1,256,256,65536,6.791800260543823,9649,0.042569637298583984,5.6034064292907715,1.1883838176727295
229,medium,2,256,32,65536,5.886193037033081,11133,0.08722352981567383,4.82889461517334,1.0572757720947266
230,medium,2,256,64,65536,5.729109048843384,11439,0.07573342323303223,4.702569484710693,1.0265238285064697
231,medium,2,256,128,65536,5.7187535762786865,11459,0.07546663284301758,4.7132134437561035,1.0055310726165771
232,medium,2,256,256,131072,8.1470468044281,16088,0.0831003189086914,6.219489097595215,1.9275460243225098
233,large,1,256,32,65536,6.760683536529541,9693,0.07238054275512695,5.872748374938965,0.8878941535949707
234,large,1,256,64,65536,6.5694499015808105,9975,0.06647372245788574,5.783551931381226,0.7858750820159912
235,large,1,256,128,65536,6.598121166229248,9932,0.06612420082092285,5.844961881637573,0.7531437873840332
236,large,1,256,256,65536,6.533568620681763,10030,0.06601881980895996,5.795934200286865,0.7376253604888916
237,large,2,256,32,65536,5.581589937210083,11741,0.10194182395935059,4.930938482284546,0.6506268978118896
238,large,2,256,64,65536,5.506987810134888,11900,0.1111292839050293,4.8872904777526855,0.6196813583374023
239,large,2,256,128,65536,5.553886890411377,11800,0.10055255889892578,4.937836647033691,0.616037130355835
240,large,2,256,256,131072,8.24492073059082,15897,0.0999000072479248,7.101600646972656,1.1433050632476807
